Name,Position,Country,Substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,totalCross,aerialLost,aerialWon,duelLost,totalContest,shotOffTarget,outfielderBlock,interceptionWon,totalTackle,goals,ownGoals,wasFouled,fouls,keyPass,lastManTackle,challengeLost,dispossessed,onTargetScoringAttempt,totalOffside,goalAssist,totalContest,duelWon,savedShotsFromInsideTheBox,saves,MinutesPlayed,Touches,Rating,PossessionLostCtrl,PenaltyShootoutMiss,PenaltyShootoutGoal,Team,team score,match score,match code
Mohamed Saeed Shika,G,Egypt,False,18,13,8,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,90,30,6.8,5,0,0,Pharco,1.0,1.0-1.0,10824876
Jefferson Encada,D,Guinea-Bissau,False,49,47,3,2,1,0,1,4,2,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,2,4,0,0,90,78,6.5,10,0,0,Pharco,1.0,1.0-1.0,10824876
Ahmed El Bahrawy,D,Egypt,False,83,75,7,5,0,0,2,2,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,90,92,7.3,8,0,0,Pharco,1.0,1.0-1.0,10824876
Rami Sabri,D,Egypt,False,59,52,9,4,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,90,65,6.6,8,0,0,Pharco,1.0,1.0-1.0,10824876
Azmi Ghouma,D,Tunisia,False,23,17,2,1,1,0,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,46,35,6.7,7,0,0,Pharco,1.0,1.0-1.0,10824876
Mahmoud Hamada,M,Egypt,False,56,45,5,1,1,0,3,6,0,0,0,1,2,0,0,0,3,1,0,1,3,0,0,0,0,5,0,0,90,73,6.5,17,0,0,Pharco,1.0,1.0-1.0,10824876
Kingsley Sokari,M,Nigeria,False,70,60,8,5,1,0,0,8,1,0,0,1,1,0,0,1,3,0,0,2,2,0,0,0,1,2,0,0,90,80,6.2,16,0,0,Pharco,1.0,1.0-1.0,10824876
Mahmoud Emad,M,Egypt,False,24,21,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,46,32,6.3,6,0,0,Pharco,1.0,1.0-1.0,10824876
Mohamed Ahmed Fouad,M,Egypt,False,23,14,2,1,3,0,0,5,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,1,3,0,0,78,36,6.5,16,0,0,Pharco,1.0,1.0-1.0,10824876
Amr Gamal,F,Egypt,False,23,15,0,0,0,7,3,11,1,2,0,0,0,0,0,0,2,0,0,1,1,1,1,0,1,4,0,0,90,39,6.7,18,0,0,Pharco,1.0,1.0-1.0,10824876
