Date,HomeTeam,AwayTeam,HomeScore,AwayScore,MatchState,MatchLink,MatchCode
18/10/22,Aswan,Al-Ittihad,0,1,FT,https://www.sofascore.com/aswan-sc-al-ittihad-alexandria/MdosDFIb#10769878,10769878
18/10/22,National Bank,Pharco,1,1,FT,https://www.sofascore.com/national-bank-of-egypt-pharco-fc/dJWbsBHgc#10769883,10769883
18/10/22,Al-Masry,Ceramica Cleopatra,0,3,FT,https://www.sofascore.com/ceramica-cleopatra-al-masry/kwrsxHYc#10769885,10769885
19/10/22,ENPPI,Pyramids,1,1,FT,https://www.sofascore.com/pyramids-fc-enppi/owrscavb#10769877,10769877
19/10/22,Ismaily,Al Ahly,0,1,FT,https://www.sofascore.com/ismaily-al-ahly-fc/kNcsqXq#10769879,10769879
19/10/22,Zamalek,Smouha,2,0,FT,https://www.sofascore.com/smouha-zamalek-sc/tXqsnwr#10769884,10769884
20/10/22,Al-Mokawloon,El Mahalla,1,1,FT,https://www.sofascore.com/ghazl-el-mahalla-al-mokawloon/pXqsuqy#10769880,10769880
20/10/22,Haras El Hedoud,Future FC,0,2,FT,https://www.sofascore.com/future-fc-haras-el-hedoud/qwrsFqgc#10769882,10769882
20/10/22,El Dakhlya,El-Gaish,0,0,FT,https://www.sofascore.com/el-dakhlya-talaea-el-gaish/lwrsrqy#10769886,10769886
23/10/22,Pyramids,Al-Masry,0,0,FT,https://www.sofascore.com/pyramids-fc-al-masry/kwrscavb#10824379,10824379
23/10/22,Ceramica Cleopatra,Zamalek,0,2,FT,https://www.sofascore.com/ceramica-cleopatra-zamalek-sc/tXqsxHYc#10824380,10824380
23/10/22,Al Ahly,Aswan,1,0,FT,https://www.sofascore.com/aswan-sc-al-ahly-fc/kNcsDFIb#10824381,10824381
24/10/22,El Mahalla,Ismaily,2,1,FT,https://www.sofascore.com/ghazl-el-mahalla-ismaily/qXqsuqy#10824382,10824382
24/10/22,Al-Ittihad,El Dakhlya,2,0,FT,https://www.sofascore.com/el-dakhlya-al-ittihad-alexandria/Mdosrqy#10824385,10824385
24/10/22,Future FC,Al-Mokawloon,0,0,FT,https://www.sofascore.com/future-fc-al-mokawloon/pXqsFqgc#10824865,10824865
25/10/22,Smouha,National Bank,1,1,FT,https://www.sofascore.com/national-bank-of-egypt-smouha/nwrsBHgc#10824384,10824384
25/10/22,El-Gaish,ENPPI,2,1,FT,https://www.sofascore.com/enppi-talaea-el-gaish/lwrsowr#10824387,10824387
26/10/22,Pharco,Haras El Hedoud,1,0,FT,https://www.sofascore.com/pharco-fc-haras-el-hedoud/qwrsdJWb#10824866,10824866
29/10/22,Aswan,El Mahalla,0,1,FT,https://www.sofascore.com/aswan-sc-ghazl-el-mahalla/uqysDFIb#10824355,10824355
29/10/22,Al-Masry,ENPPI,2,0,FT,https://www.sofascore.com/enppi-al-masry/kwrsowr#10824365,10824365
31/10/22,Al-Ittihad,El-Gaish,3,1,FT,https://www.sofascore.com/talaea-el-gaish-al-ittihad-alexandria/Mdoslwr#10824359,10824359
31/10/22,Al-Mokawloon,Pharco,0,0,FT,https://www.sofascore.com/pharco-fc-al-mokawloon/pXqsdJWb#10824361,10824361
01/11/22,Haras El Hedoud,Smouha,0,0,FT,https://www.sofascore.com/haras-el-hedoud-smouha/nwrsqwr#10824364,10824364
01/11/22,National Bank,Ceramica Cleopatra,3,1,FT,https://www.sofascore.com/ceramica-cleopatra-national-bank-of-egypt/BHgcsxHYc#10824360,10824360
02/11/22,El Dakhlya,Al Ahly,1,4,FT,https://www.sofascore.com/el-dakhlya-al-ahly-fc/kNcsrqy#10824358,10824358
06/11/22,Ismaily,Future FC,None,None,Postponed,https://www.sofascore.com/future-fc-ismaily/qXqsFqgc#10824356,10824356
