Date,HomeTeam,AwayTeam,HomeScore,AwayScore,MatchState,MatchLink,MatchCode
15/09/14,El Dakhlya,Al-Mokawloon,2,0,FT,https://www.sofascore.com/el-dakhlya-al-mokawloon/pXqsrqy#6071456,6071456
15/09/14,El Gouna,Al-Ittihad,0,0,FT,https://www.sofascore.com/el-gouna-fc-al-ittihad-alexandria/Mdospwr#6071452,6071452
15/09/14,Haras El Hedoud,Pyramids,2,1,FT,https://www.sofascore.com/pyramids-fc-haras-el-hedoud/qwrscavb#6071496,6071496
15/09/14,Petrojet,Wadi Degla,1,1,FT,https://www.sofascore.com/wadi-degla-petrojet/rwrstwr#6071498,6071498
15/09/14,El-Gaish,Al Nasr,5,0,FT,https://www.sofascore.com/al-nasr-cairo-talaea-el-gaish/lwrsUrkb#6071500,6071500
16/09/14,El-Makkasa,El Raja,2,1,FT,https://www.sofascore.com/el-raja-misr-el-makkasa/jwrsLIdb#6071504,6071504
16/09/14,Smouha,Damanhour,5,1,FT,https://www.sofascore.com/alaab-damanhour-smouha/nwrseavb#6071502,6071502
16/09/14,Al-Masry,Ismaily,2,2,FT,https://www.sofascore.com/al-masry-ismaily/qXqskwr#6071506,6071506
18/10/14,Al Ahly,El-Shorta,3,0,FT,https://www.sofascore.com/ittihad-el-shorta-al-ahly-fc/kNcsrXq#6212712,6212712
25/12/14,ENPPI,Zamalek,2,0,FT,https://www.sofascore.com/enppi-zamalek-sc/tXqsowr#6569749,6569749
18/09/14,El-Shorta,ENPPI,2,1,FT,https://www.sofascore.com/enppi-ittihad-el-shorta/rXqsowr#6078392,6078392
20/09/14,Damanhour,Haras El Hedoud,1,1,FT,https://www.sofascore.com/alaab-damanhour-haras-el-hedoud/qwrseavb#6078398,6078398
20/09/14,Al-Ittihad,Petrojet,4,2,FT,https://www.sofascore.com/petrojet-al-ittihad-alexandria/Mdosrwr#6078396,6078396
20/09/14,Al Nasr,El Dakhlya,0,4,FT,https://www.sofascore.com/al-nasr-cairo-el-dakhlya/rqysUrkb#6078562,6078562
20/09/14,Pyramids,Al-Masry,1,3,FT,https://www.sofascore.com/pyramids-fc-al-masry/kwrscavb#6078394,6078394
20/09/14,Al-Mokawloon,Smouha,0,0,FT,https://www.sofascore.com/smouha-al-mokawloon/pXqsnwr#6078400,6078400
21/09/14,El Raja,El Gouna,1,0,FT,https://www.sofascore.com/el-raja-el-gouna-fc/pwrsLIdb#6078402,6078402
21/09/14,Ismaily,El-Makkasa,2,2,FT,https://www.sofascore.com/misr-el-makkasa-ismaily/qXqsjwr#6078404,6078404
21/09/14,Zamalek,El-Gaish,6,1,FT,https://www.sofascore.com/talaea-el-gaish-zamalek-sc/tXqslwr#6078406,6078406
20/12/14,Wadi Degla,Al Ahly,0,0,FT,https://www.sofascore.com/wadi-degla-al-ahly-fc/kNcstwr#6545645,6545645
24/09/14,Al-Masry,Damanhour,2,0,FT,https://www.sofascore.com/alaab-damanhour-al-masry/kwrseavb#6113316,6113316
24/09/14,Haras El Hedoud,Al-Mokawloon,1,0,FT,https://www.sofascore.com/haras-el-hedoud-al-mokawloon/pXqsqwr#6113318,6113318
24/09/14,ENPPI,Wadi Degla,1,0,FT,https://www.sofascore.com/wadi-degla-enppi/owrstwr#6113320,6113320
25/09/14,Al Ahly,Al-Ittihad,None,None,Postponed,https://www.sofascore.com/al-ittihad-alexandria-al-ahly-fc/kNcsMdo#6128558,6128558
25/09/14,El Dakhlya,El-Gaish,2,2,FT,https://www.sofascore.com/el-dakhlya-talaea-el-gaish/lwrsrqy#6113322,6113322
25/09/14,El Gouna,Ismaily,1,2,FT,https://www.sofascore.com/el-gouna-fc-ismaily/qXqspwr#6113324,6113324
25/09/14,El-Makkasa,Pyramids,3,2,FT,https://www.sofascore.com/pyramids-fc-misr-el-makkasa/jwrscavb#6113326,6113326
25/09/14,Petrojet,El Raja,0,2,FT,https://www.sofascore.com/el-raja-petrojet/rwrsLIdb#6113328,6113328
25/09/14,Smouha,Al Nasr,2,1,FT,https://www.sofascore.com/al-nasr-cairo-smouha/nwrsUrkb#6113330,6113330
25/09/14,El-Shorta,Zamalek,0,0,FT,https://www.sofascore.com/zamalek-sc-ittihad-el-shorta/rXqstXq#6113332,6113332
24/12/14,Al Ahly,Al-Ittihad,1,4,FT,https://www.sofascore.com/al-ittihad-alexandria-al-ahly-fc/kNcsMdo#6569571,6569571
30/09/14,Pyramids,El Gouna,1,1,FT,https://www.sofascore.com/pyramids-fc-el-gouna-fc/pwrscavb#6173302,6173302
30/09/14,Al-Ittihad,ENPPI,1,4,FT,https://www.sofascore.com/enppi-al-ittihad-alexandria/Mdosowr#6173304,6173304
30/09/14,Al-Mokawloon,Al-Masry,1,0,FT,https://www.sofascore.com/al-masry-al-mokawloon/pXqskwr#6173306,6173306
30/09/14,El-Gaish,Smouha,3,2,FT,https://www.sofascore.com/smouha-talaea-el-gaish/lwrsnwr#6173308,6173308
01/10/14,Damanhour,El-Makkasa,1,1,FT,https://www.sofascore.com/alaab-damanhour-misr-el-makkasa/jwrseavb#6173310,6173310
01/10/14,Ismaily,Petrojet,2,1,FT,https://www.sofascore.com/petrojet-ismaily/qXqsrwr#6173312,6173312
01/10/14,Zamalek,El Dakhlya,0,0,FT,https://www.sofascore.com/el-dakhlya-zamalek-sc/tXqsrqy#6173314,6173314
02/10/14,Al Nasr,Haras El Hedoud,2,2,FT,https://www.sofascore.com/al-nasr-cairo-haras-el-hedoud/qwrsUrkb#6173316,6173316
02/10/14,El Raja,Al Ahly,2,1,FT,https://www.sofascore.com/el-raja-al-ahly-fc/kNcsLIdb#6173318,6173318
02/10/14,Wadi Degla,El-Shorta,1,0,FT,https://www.sofascore.com/wadi-degla-ittihad-el-shorta/rXqstwr#6173320,6173320
18/10/14,El Gouna,Damanhour,0,0,FT,https://www.sofascore.com/alaab-damanhour-el-gouna-fc/pwrseavb#6173510,6173510
19/10/14,El-Makkasa,Al-Mokawloon,1,1,FT,https://www.sofascore.com/misr-el-makkasa-al-mokawloon/pXqsjwr#6173512,6173512
19/10/14,Al-Masry,Al Nasr,3,2,FT,https://www.sofascore.com/al-nasr-cairo-al-masry/kwrsUrkb#6173516,6173516
19/10/14,Haras El Hedoud,El-Gaish,1,0,FT,https://www.sofascore.com/haras-el-hedoud-talaea-el-gaish/lwrsqwr#6173514,6173514
19/10/14,ENPPI,El Raja,4,1,FT,https://www.sofascore.com/el-raja-enppi/owrsLIdb#6173518,6173518
20/10/14,Petrojet,Pyramids,2,1,FT,https://www.sofascore.com/pyramids-fc-petrojet/rwrscavb#6173520,6173520
20/10/14,Smouha,El Dakhlya,0,1,FT,https://www.sofascore.com/el-dakhlya-smouha/nwrsrqy#6173522,6173522
20/10/14,Wadi Degla,Zamalek,0,0,FT,https://www.sofascore.com/wadi-degla-zamalek-sc/tXqstwr#6173524,6173524
22/10/14,Al Ahly,Ismaily,0,0,FT,https://www.sofascore.com/ismaily-al-ahly-fc/kNcsqXq#6173526,6173526
22/10/14,El-Shorta,Al-Ittihad,0,0,FT,https://www.sofascore.com/ittihad-el-shorta-al-ittihad-alexandria/MdosrXq#6173528,6173528
23/10/14,El-Gaish,Al-Masry,4,2,FT,https://www.sofascore.com/talaea-el-gaish-al-masry/kwrslwr#6286884,6286884
23/10/14,Al Nasr,El-Makkasa,0,2,FT,https://www.sofascore.com/al-nasr-cairo-misr-el-makkasa/jwrsUrkb#6286886,6286886
25/10/14,Damanhour,Petrojet,0,2,FT,https://www.sofascore.com/alaab-damanhour-petrojet/rwrseavb#6286888,6286888
25/10/14,Al-Mokawloon,El Gouna,0,0,FT,https://www.sofascore.com/el-gouna-fc-al-mokawloon/pXqspwr#6286890,6286890
25/10/14,Zamalek,Smouha,2,0,FT,https://www.sofascore.com/smouha-zamalek-sc/tXqsnwr#6286892,6286892
26/10/14,El Dakhlya,Haras El Hedoud,1,2,FT,https://www.sofascore.com/el-dakhlya-haras-el-hedoud/qwrsrqy#6286928,6286928
26/10/14,Al-Ittihad,Wadi Degla,0,2,FT,https://www.sofascore.com/wadi-degla-al-ittihad-alexandria/Mdostwr#6286932,6286932
26/10/14,Ismaily,ENPPI,0,0,FT,https://www.sofascore.com/enppi-ismaily/qXqsowr#6286934,6286934
27/10/14,Pyramids,Al Ahly,0,0,FT,https://www.sofascore.com/pyramids-fc-al-ahly-fc/kNcscavb#6286930,6286930
27/10/14,El Raja,El-Shorta,1,2,FT,https://www.sofascore.com/el-raja-ittihad-el-shorta/rXqsLIdb#6286936,6286936
29/10/14,El Gouna,Al Nasr,2,1,FT,https://www.sofascore.com/al-nasr-cairo-el-gouna-fc/pwrsUrkb#6288484,6288484
29/10/14,El-Makkasa,El-Gaish,1,6,FT,https://www.sofascore.com/talaea-el-gaish-misr-el-makkasa/jwrslwr#6288486,6288486
29/10/14,Petrojet,Al-Mokawloon,2,1,FT,https://www.sofascore.com/petrojet-al-mokawloon/pXqsrwr#6288488,6288488
30/10/14,Al-Masry,El Dakhlya,0,0,FT,https://www.sofascore.com/el-dakhlya-al-masry/kwrsrqy#6288490,6288490
30/10/14,Al-Ittihad,Zamalek,0,1,FT,https://www.sofascore.com/zamalek-sc-al-ittihad-alexandria/MdostXq#6288492,6288492
01/11/14,ENPPI,Pyramids,4,1,FT,https://www.sofascore.com/pyramids-fc-enppi/owrscavb#6288494,6288494
01/11/14,Haras El Hedoud,Smouha,0,2,FT,https://www.sofascore.com/haras-el-hedoud-smouha/nwrsqwr#6288500,6288500
01/11/14,Al Ahly,Damanhour,4,2,FT,https://www.sofascore.com/alaab-damanhour-al-ahly-fc/kNcseavb#6288496,6288496
02/11/14,El-Shorta,Ismaily,1,1,FT,https://www.sofascore.com/ittihad-el-shorta-ismaily/qXqsrXq#6288498,6288498
02/11/14,Wadi Degla,El Raja,3,1,FT,https://www.sofascore.com/el-raja-wadi-degla/twrsLIdb#6288502,6288502
03/11/14,Al Nasr,Petrojet,2,3,FT,https://www.sofascore.com/al-nasr-cairo-petrojet/rwrsUrkb#6329240,6329240
04/11/14,El Dakhlya,El-Makkasa,1,1,FT,https://www.sofascore.com/el-dakhlya-misr-el-makkasa/jwrsrqy#6329242,6329242
04/11/14,El-Gaish,El Gouna,0,3,FT,https://www.sofascore.com/el-gouna-fc-talaea-el-gaish/lwrspwr#6329246,6329246
05/11/14,Smouha,Al-Masry,0,1,FT,https://www.sofascore.com/smouha-al-masry/kwrsnwr#6329248,6329248
05/11/14,Al-Mokawloon,Al Ahly,0,1,FT,https://www.sofascore.com/al-mokawloon-al-ahly-fc/kNcspXq#6329250,6329250
05/11/14,Zamalek,Haras El Hedoud,2,0,FT,https://www.sofascore.com/haras-el-hedoud-zamalek-sc/tXqsqwr#6329252,6329252
06/11/14,Damanhour,ENPPI,2,3,FT,https://www.sofascore.com/alaab-damanhour-enppi/owrseavb#6329254,6329254
06/11/14,Pyramids,El-Shorta,2,2,FT,https://www.sofascore.com/pyramids-fc-ittihad-el-shorta/rXqscavb#6329256,6329256
06/11/14,Ismaily,Wadi Degla,2,1,FT,https://www.sofascore.com/wadi-degla-ismaily/qXqstwr#6329258,6329258
06/11/14,El Raja,Al-Ittihad,1,1,FT,https://www.sofascore.com/el-raja-al-ittihad-alexandria/MdosLIdb#6329260,6329260
20/11/14,El Gouna,El Dakhlya,1,2,FT,https://www.sofascore.com/el-dakhlya-el-gouna-fc/pwrsrqy#6368475,6368475
20/11/14,El-Shorta,Damanhour,2,1,FT,https://www.sofascore.com/alaab-damanhour-ittihad-el-shorta/rXqseavb#6368473,6368473
22/11/14,Al-Masry,Haras El Hedoud,1,0,FT,https://www.sofascore.com/haras-el-hedoud-al-masry/kwrsqwr#6368525,6368525
22/11/14,El-Makkasa,Smouha,0,2,FT,https://www.sofascore.com/smouha-misr-el-makkasa/jwrsnwr#6368523,6368523
22/11/14,Al-Ittihad,Ismaily,1,1,FT,https://www.sofascore.com/ismaily-al-ittihad-alexandria/MdosqXq#6368527,6368527
22/11/14,Wadi Degla,Pyramids,3,1,FT,https://www.sofascore.com/pyramids-fc-wadi-degla/twrscavb#6368529,6368529
22/11/14,ENPPI,Al-Mokawloon,2,2,FT,https://www.sofascore.com/enppi-al-mokawloon/pXqsowr#6368531,6368531
23/11/14,Petrojet,El-Gaish,0,1,FT,https://www.sofascore.com/petrojet-talaea-el-gaish/lwrsrwr#6368607,6368607
23/11/14,El Raja,Zamalek,2,3,FT,https://www.sofascore.com/el-raja-zamalek-sc/tXqsLIdb#6368609,6368609
23/11/14,Al Ahly,Al Nasr,2,1,FT,https://www.sofascore.com/al-nasr-cairo-al-ahly-fc/kNcsUrkb#6368533,6368533
26/11/14,Al-Mokawloon,El-Shorta,2,1,FT,https://www.sofascore.com/ittihad-el-shorta-al-mokawloon/pXqsrXq#6458825,6458825
27/11/14,Damanhour,Wadi Degla,0,1,FT,https://www.sofascore.com/alaab-damanhour-wadi-degla/twrseavb#6458827,6458827
27/11/14,Pyramids,Al-Ittihad,2,2,FT,https://www.sofascore.com/pyramids-fc-al-ittihad-alexandria/Mdoscavb#6458829,6458829
27/11/14,Haras El Hedoud,El-Makkasa,2,2,FT,https://www.sofascore.com/haras-el-hedoud-misr-el-makkasa/jwrsqwr#6458831,6458831
27/11/14,Al Nasr,ENPPI,0,6,FT,https://www.sofascore.com/al-nasr-cairo-enppi/owrsUrkb#6458833,6458833
29/11/14,El Dakhlya,Petrojet,0,1,FT,https://www.sofascore.com/el-dakhlya-petrojet/rwrsrqy#6458835,6458835
29/11/14,Smouha,El Gouna,1,1,FT,https://www.sofascore.com/el-gouna-fc-smouha/nwrspwr#6458839,6458839
29/11/14,Zamalek,Al-Masry,1,0,FT,https://www.sofascore.com/al-masry-zamalek-sc/tXqskwr#6458837,6458837
30/11/14,Ismaily,El Raja,3,0,FT,https://www.sofascore.com/el-raja-ismaily/qXqsLIdb#6458841,6458841
