Date,HomeTeam,AwayTeam,HomeScore,AwayScore,MatchState,MatchLink,MatchCode
15/09/16,Aswan,El Dakhlya,2,0,FT,https://www.sofascore.com/aswan-sc-el-dakhlya/rqysDFIb#7205335,7205335
15/09/16,Al-Taa'deen,ENPPI,0,4,FT,https://www.sofascore.com/al-nasr-lel-taadeen-enppi/owrsrtAb#7206455,7206455
16/09/16,El-Sharkia,Smouha,1,2,FT,https://www.sofascore.com/el-sharkia-smouha/nwrsfPRb#7206453,7206453
16/09/16,Petrojet,Wadi Degla,1,0,FT,https://www.sofascore.com/wadi-degla-petrojet/rwrstwr#7205337,7205337
17/09/16,Al-Ittihad,Al-Mokawloon,3,1,FT,https://www.sofascore.com/al-mokawloon-al-ittihad-alexandria/MdospXq#7205339,7205339
17/09/16,El-Makkasa,Tanta,3,0,FT,https://www.sofascore.com/tanta-misr-el-makkasa/jwrsACLb#7206454,7206454
17/09/16,El-Gaish,Al-Masry,2,1,FT,https://www.sofascore.com/talaea-el-gaish-al-masry/kwrslwr#7205336,7205336
17/09/16,Al Ahly,Ismaily,1,0,FT,https://www.sofascore.com/ismaily-al-ahly-fc/kNcsqXq#7205340,7205340
15/10/16,El-Entag,Zamalek,None,None,Canceled,https://www.sofascore.com/el-entag-el-harby-zamalek-sc/tXqsmwr#7205338,7205338
21/12/16,El-Entag,Zamalek,0,1,FT,https://www.sofascore.com/el-entag-el-harby-zamalek-sc/tXqsmwr#7291979,7291979
22/09/16,Tanta,Aswan,1,0,FT,https://www.sofascore.com/tanta-aswan-sc/DFIbsACLb#7213349,7213349
22/09/16,Ismaily,El-Entag,1,0,FT,https://www.sofascore.com/el-entag-el-harby-ismaily/qXqsmwr#7213350,7213350
22/09/16,Al-Mokawloon,Al Ahly,0,2,FT,https://www.sofascore.com/al-mokawloon-al-ahly-fc/kNcspXq#7213353,7213353
23/09/16,El Dakhlya,Petrojet,1,1,FT,https://www.sofascore.com/el-dakhlya-petrojet/rwrsrqy#7213348,7213348
23/09/16,ENPPI,El-Sharkia,2,2,FT,https://www.sofascore.com/el-sharkia-enppi/owrsfPRb#7213352,7213352
