Date,HomeTeam,AwayTeam,HomeScore,AwayScore,MatchState,MatchLink,MatchCode
19/11/21,ENPPI,Smouha,1,1,FT,https://www.sofascore.com/enppi-smouha/nwrsowr#9914316,9914316
19/11/21,Ismaily,Zamalek,0,2,FT,https://www.sofascore.com/zamalek-sc-ismaily/qXqstXq#9914315,9914315
19/11/21,Al Ahly,Al-Mokawloon,1,0,FT,https://www.sofascore.com/al-mokawloon-al-ahly-fc/kNcspXq#9914317,9914317
21/11/21,Pharco,Ceramica Cleopatra,1,0,FT,https://www.sofascore.com/ceramica-cleopatra-pharco-fc/dJWbsxHYc#9914318,9914318
21/11/21,El-Makkasa,Al-Ittihad,0,0,FT,https://www.sofascore.com/misr-el-makkasa-al-ittihad-alexandria/Mdosjwr#9914319,9914319
22/11/21,Pyramids,Eastern Company SC,3,0,FT,https://www.sofascore.com/eastern-company-sc-pyramids-fc/cavbsHdjd#9914320,9914320
22/11/21,Smouha,El-Gaish,None,None,Postponed,https://www.sofascore.com/smouha-talaea-el-gaish/lwrsnwr#9914321,9914321
22/11/21,El Mahalla,Al Ahly,2,3,FT,https://www.sofascore.com/ghazl-el-mahalla-al-ahly-fc/kNcsuqy#9914322,9914322
22/11/21,El Gouna,Al-Masry,0,3,FT,https://www.sofascore.com/el-gouna-fc-al-masry/kwrspwr#9914324,9914324
22/11/21,Zamalek,National Bank,1,1,FT,https://www.sofascore.com/national-bank-of-egypt-zamalek-sc/tXqsBHgc#9914323,9914323
23/11/21,Al-Mokawloon,Ismaily,1,1,FT,https://www.sofascore.com/ismaily-al-mokawloon/pXqsqXq#9914325,9914325
23/11/21,Future FC,ENPPI,1,2,FT,https://www.sofascore.com/future-fc-enppi/owrsFqgc#9914326,9914326
25/12/21,Smouha,El-Gaish,1,0,FT,https://www.sofascore.com/smouha-talaea-el-gaish/lwrsnwr#10035449,10035449
25/11/21,Al-Ittihad,Pharco,1,2,FT,https://www.sofascore.com/pharco-fc-al-ittihad-alexandria/MdosdJWb#9914327,9914327
25/11/21,Al Ahly,Smouha,4,1,FT,https://www.sofascore.com/smouha-al-ahly-fc/kNcsnwr#9914329,9914329
25/11/21,Ceramica Cleopatra,Zamalek,0,1,FT,https://www.sofascore.com/ceramica-cleopatra-zamalek-sc/tXqsxHYc#9914328,9914328
26/11/21,National Bank,Al-Mokawloon,2,1,FT,https://www.sofascore.com/national-bank-of-egypt-al-mokawloon/pXqsBHgc#9914330,9914330
26/11/21,Ismaily,El Mahalla,0,0,FT,https://www.sofascore.com/ghazl-el-mahalla-ismaily/qXqsuqy#9914331,9914331
26/11/21,El-Gaish,Future FC,1,0,FT,https://www.sofascore.com/future-fc-talaea-el-gaish/lwrsFqgc#9914332,9914332
27/11/21,Eastern Company SC,El Gouna,0,2,FT,https://www.sofascore.com/eastern-company-sc-el-gouna-fc/pwrsHdjd#9914333,9914333
28/11/21,Al-Masry,El-Makkasa,None,None,Postponed,https://www.sofascore.com/al-masry-misr-el-makkasa/jwrskwr#9914335,9914335
28/11/21,ENPPI,Pyramids,None,None,Postponed,https://www.sofascore.com/pyramids-fc-enppi/owrscavb#9914334,9914334
13/12/21,Al-Masry,El-Makkasa,3,2,FT,https://www.sofascore.com/al-masry-misr-el-makkasa/jwrskwr#10011413,10011413
25/12/21,ENPPI,Pyramids,1,1,FT,https://www.sofascore.com/pyramids-fc-enppi/owrscavb#10029426,10029426
20/12/21,Pharco,Al-Masry,0,1,FT,https://www.sofascore.com/pharco-fc-al-masry/kwrsdJWb#9914336,9914336
20/12/21,El Gouna,ENPPI,1,1,FT,https://www.sofascore.com/el-gouna-fc-enppi/owrspwr#9914337,9914337
20/12/21,El Mahalla,National Bank,1,1,FT,https://www.sofascore.com/national-bank-of-egypt-ghazl-el-mahalla/uqysBHgc#9914338,9914338
20/12/21,Al-Ittihad,Ceramica Cleopatra,4,4,FT,https://www.sofascore.com/ceramica-cleopatra-al-ittihad-alexandria/MdosxHYc#9914340,9914340
20/12/21,El-Makkasa,Eastern Company SC,0,0,FT,https://www.sofascore.com/eastern-company-sc-misr-el-makkasa/jwrsHdjd#9914339,9914339
21/12/21,Smouha,Ismaily,2,1,FT,https://www.sofascore.com/smouha-ismaily/qXqsnwr#9914341,9914341
21/12/21,Pyramids,El-Gaish,3,0,FT,https://www.sofascore.com/pyramids-fc-talaea-el-gaish/lwrscavb#9914343,9914343
21/12/21,Al-Mokawloon,Zamalek,1,2,FT,https://www.sofascore.com/zamalek-sc-al-mokawloon/pXqstXq#9914344,9914344
26/12/21,Future FC,Al Ahly,1,1,FT,https://www.sofascore.com/future-fc-al-ahly-fc/kNcsFqgc#9914342,9914342
24/12/21,Ceramica Cleopatra,Al-Mokawloon,2,2,FT,https://www.sofascore.com/ceramica-cleopatra-al-mokawloon/pXqsxHYc#9914345,9914345
24/12/21,Eastern Company SC,Pharco,0,3,FT,https://www.sofascore.com/eastern-company-sc-pharco-fc/dJWbsHdjd#9914346,9914346
24/12/21,Al-Masry,Al-Ittihad,0,1,FT,https://www.sofascore.com/al-masry-al-ittihad-alexandria/Mdoskwr#9914347,9914347
25/12/21,Zamalek,El Mahalla,4,0,FT,https://www.sofascore.com/ghazl-el-mahalla-zamalek-sc/tXqsuqy#9914350,9914350
28/12/21,ENPPI,El-Makkasa,None,None,Postponed,https://www.sofascore.com/enppi-misr-el-makkasa/jwrsowr#9914349,9914349
28/12/21,El-Gaish,El Gouna,None,None,Postponed,https://www.sofascore.com/el-gouna-fc-talaea-el-gaish/lwrspwr#9914353,9914353
29/12/21,National Bank,Smouha,None,None,Postponed,https://www.sofascore.com/national-bank-of-egypt-smouha/nwrsBHgc#9914352,9914352
29/12/21,Ismaily,Future FC,None,None,Postponed,https://www.sofascore.com/future-fc-ismaily/qXqsFqgc#9914348,9914348
30/12/21,Al Ahly,Pyramids,None,None,Postponed,https://www.sofascore.com/pyramids-fc-al-ahly-fc/kNcscavb#9914351,9914351
09/02/22,ENPPI,El-Makkasa,0,0,FT,https://www.sofascore.com/enppi-misr-el-makkasa/jwrsowr#10120611,10120611
09/02/22,El-Gaish,El Gouna,0,1,FT,https://www.sofascore.com/el-gouna-fc-talaea-el-gaish/lwrspwr#10120609,10120609
10/02/22,National Bank,Smouha,1,2,FT,https://www.sofascore.com/national-bank-of-egypt-smouha/nwrsBHgc#10120613,10120613
10/02/22,Ismaily,Future FC,0,0,FT,https://www.sofascore.com/future-fc-ismaily/qXqsFqgc#10120612,10120612
08/03/22,Al Ahly,Pyramids,3,0,FT,https://www.sofascore.com/pyramids-fc-al-ahly-fc/kNcscavb#10120608,10120608
14/02/22,Al-Ittihad,Eastern Company SC,1,1,FT,https://www.sofascore.com/eastern-company-sc-al-ittihad-alexandria/MdosHdjd#10120448,10120448
14/02/22,El Gouna,Al Ahly,None,None,Postponed,https://www.sofascore.com/el-gouna-fc-al-ahly-fc/kNcspwr#10120445,10120445
14/02/22,El-Makkasa,El-Gaish,0,0,FT,https://www.sofascore.com/talaea-el-gaish-misr-el-makkasa/jwrslwr#10120479,10120479
15/02/22,El Mahalla,Al-Mokawloon,1,1,FT,https://www.sofascore.com/ghazl-el-mahalla-al-mokawloon/pXqsuqy#10120478,10120478
15/02/22,Smouha,Zamalek,2,0,FT,https://www.sofascore.com/smouha-zamalek-sc/tXqsnwr#10120447,10120447
16/02/22,Pharco,ENPPI,1,0,FT,https://www.sofascore.com/pharco-fc-enppi/owrsdJWb#10120486,10120486
16/02/22,Pyramids,Ismaily,1,0,FT,https://www.sofascore.com/pyramids-fc-ismaily/qXqscavb#10120457,10120457
16/02/22,Future FC,National Bank,2,0,FT,https://www.sofascore.com/national-bank-of-egypt-future-fc/FqgcsBHgc#10120450,10120450
17/02/22,Al-Masry,Ceramica Cleopatra,1,1,FT,https://www.sofascore.com/ceramica-cleopatra-al-masry/kwrsxHYc#10120471,10120471
05/07/22,El Gouna,Al Ahly,0,0,FT,https://www.sofascore.com/el-gouna-fc-al-ahly-fc/kNcspwr#10316757,10316757
21/02/22,Al-Mokawloon,Smouha,0,0,FT,https://www.sofascore.com/smouha-al-mokawloon/pXqsnwr#10120467,10120467
21/02/22,El-Gaish,Pharco,1,0,FT,https://www.sofascore.com/pharco-fc-talaea-el-gaish/lwrsdJWb#10120437,10120437
22/02/22,Ceramica Cleopatra,El Mahalla,0,0,FT,https://www.sofascore.com/ceramica-cleopatra-ghazl-el-mahalla/uqysxHYc#10120438,10120438
22/02/22,ENPPI,Al-Ittihad,1,0,FT,https://www.sofascore.com/enppi-al-ittihad-alexandria/Mdosowr#10120475,10120475
22/02/22,Al Ahly,El-Makkasa,4,0,FT,https://www.sofascore.com/misr-el-makkasa-al-ahly-fc/kNcsjwr#10120434,10120434
23/02/22,Eastern Company SC,Al-Masry,2,2,FT,https://www.sofascore.com/eastern-company-sc-al-masry/kwrsHdjd#10120439,10120439
23/02/22,Ismaily,El Gouna,0,1,FT,https://www.sofascore.com/el-gouna-fc-ismaily/qXqspwr#10120444,10120444
24/02/22,National Bank,Pyramids,0,1,FT,https://www.sofascore.com/national-bank-of-egypt-pyramids-fc/cavbsBHgc#10120441,10120441
02/03/22,Zamalek,Future FC,3,2,FT,https://www.sofascore.com/future-fc-zamalek-sc/tXqsFqgc#10120435,10120435
25/02/22,Future FC,Al-Mokawloon,1,0,FT,https://www.sofascore.com/future-fc-al-mokawloon/pXqsFqgc#10120449,10120449
27/02/22,Smouha,El Mahalla,2,0,FT,https://www.sofascore.com/ghazl-el-mahalla-smouha/nwrsuqy#10120440,10120440
28/02/22,Eastern Company SC,Ceramica Cleopatra,1,0,FT,https://www.sofascore.com/eastern-company-sc-ceramica-cleopatra/xHYcsHdjd#10120481,10120481
28/02/22,Al-Ittihad,El-Gaish,1,1,FT,https://www.sofascore.com/talaea-el-gaish-al-ittihad-alexandria/Mdoslwr#10120443,10120443
01/03/22,El Gouna,National Bank,1,2,FT,https://www.sofascore.com/national-bank-of-egypt-el-gouna-fc/pwrsBHgc#10120436,10120436
01/03/22,El-Makkasa,Ismaily,2,2,FT,https://www.sofascore.com/misr-el-makkasa-ismaily/qXqsjwr#10120453,10120453
01/03/22,Pharco,Al Ahly,1,4,FT,https://www.sofascore.com/pharco-fc-al-ahly-fc/kNcsdJWb#10120454,10120454
03/03/22,Al-Masry,ENPPI,2,2,FT,https://www.sofascore.com/enppi-al-masry/kwrsowr#10120442,10120442
06/04/22,Pyramids,Zamalek,2,3,FT,https://www.sofascore.com/pyramids-fc-zamalek-sc/tXqscavb#10120473,10120473
04/03/22,Al-Mokawloon,Pyramids,0,2,FT,https://www.sofascore.com/pyramids-fc-al-mokawloon/pXqscavb#10120480,10120480
07/03/22,National Bank,El-Makkasa,1,0,FT,https://www.sofascore.com/national-bank-of-egypt-misr-el-makkasa/jwrsBHgc#10120470,10120470
07/03/22,Ismaily,Pharco,0,0,FT,https://www.sofascore.com/pharco-fc-ismaily/qXqsdJWb#10120485,10120485
07/03/22,Zamalek,El Gouna,2,1,FT,https://www.sofascore.com/el-gouna-fc-zamalek-sc/tXqspwr#10120472,10120472
08/03/22,ENPPI,Eastern Company SC,1,2,FT,https://www.sofascore.com/eastern-company-sc-enppi/owrsHdjd#10120483,10120483
08/03/22,Ceramica Cleopatra,Smouha,1,1,FT,https://www.sofascore.com/ceramica-cleopatra-smouha/nwrsxHYc#10120463,10120463
09/03/22,El Mahalla,Future FC,0,0,FT,https://www.sofascore.com/future-fc-ghazl-el-mahalla/uqysFqgc#10120487,10120487
09/03/22,El-Gaish,Al-Masry,1,0,FT,https://www.sofascore.com/talaea-el-gaish-al-masry/kwrslwr#10120489,10120489
06/04/22,Al Ahly,Al-Ittihad,1,0,FT,https://www.sofascore.com/al-ittihad-alexandria-al-ahly-fc/kNcsMdo#10120462,10120462
15/03/22,Future FC,Smouha,4,0,FT,https://www.sofascore.com/future-fc-smouha/nwrsFqgc#10120488,10120488
16/03/22,El Gouna,Al-Mokawloon,1,2,FT,https://www.sofascore.com/el-gouna-fc-al-mokawloon/pXqspwr#10120465,10120465
16/03/22,Al-Ittihad,Ismaily,1,2,FT,https://www.sofascore.com/ismaily-al-ittihad-alexandria/MdosqXq#10120459,10120459
16/03/22,ENPPI,Ceramica Cleopatra,0,0,FT,https://www.sofascore.com/ceramica-cleopatra-enppi/owrsxHYc#10120460,10120460
17/03/22,Pharco,National Bank,2,2,FT,https://www.sofascore.com/national-bank-of-egypt-pharco-fc/dJWbsBHgc#10120474,10120474
17/03/22,Eastern Company SC,El-Gaish,0,0,FT,https://www.sofascore.com/eastern-company-sc-talaea-el-gaish/lwrsHdjd#10120469,10120469
09/04/22,Al-Masry,Al Ahly,1,0,FT,https://www.sofascore.com/al-masry-al-ahly-fc/kNcskwr#10120477,10120477
09/04/22,El-Makkasa,Zamalek,0,1,FT,https://www.sofascore.com/misr-el-makkasa-zamalek-sc/tXqsjwr#10120466,10120466
09/04/22,Pyramids,El Mahalla,1,0,FT,https://www.sofascore.com/pyramids-fc-ghazl-el-mahalla/uqyscavb#10120484,10120484
12/04/22,Al Ahly,Eastern Company SC,None,None,Postponed,https://www.sofascore.com/eastern-company-sc-al-ahly-fc/kNcsHdjd#10120456,10120456
12/04/22,Zamalek,Pharco,0,0,FT,https://www.sofascore.com/pharco-fc-zamalek-sc/tXqsdJWb#10120458,10120458
13/04/22,Ismaily,Al-Masry,None,None,Postponed,https://www.sofascore.com/al-masry-ismaily/qXqskwr#10120451,10120451
13/04/22,Smouha,Pyramids,None,None,Postponed,https://www.sofascore.com/pyramids-fc-smouha/nwrscavb#10120461,10120461
14/04/22,Al-Mokawloon,El-Makkasa,1,1,FT,https://www.sofascore.com/misr-el-makkasa-al-mokawloon/pXqsjwr#10120464,10120464
14/04/22,National Bank,Al-Ittihad,1,1,FT,https://www.sofascore.com/national-bank-of-egypt-al-ittihad-alexandria/MdosBHgc#10120482,10120482
14/04/22,El-Gaish,ENPPI,1,1,FT,https://www.sofascore.com/enppi-talaea-el-gaish/lwrsowr#10120452,10120452
15/04/22,Ceramica Cleopatra,Future FC,0,3,FT,https://www.sofascore.com/ceramica-cleopatra-future-fc/FqgcsxHYc#10120468,10120468
15/04/22,El Mahalla,El Gouna,2,1,FT,https://www.sofascore.com/ghazl-el-mahalla-el-gouna-fc/pwrsuqy#10120476,10120476
06/05/22,Ismaily,Al-Masry,3,2,FT,https://www.sofascore.com/al-masry-ismaily/qXqskwr#10289006,10289006
06/05/22,Smouha,Pyramids,0,2,FT,https://www.sofascore.com/pyramids-fc-smouha/nwrscavb#10289008,10289008
25/05/22,Al Ahly,Eastern Company SC,None,None,Postponed,https://www.sofascore.com/eastern-company-sc-al-ahly-fc/kNcsHdjd#10289010,10289010
15/06/22,Al Ahly,Eastern Company SC,4,1,FT,https://www.sofascore.com/eastern-company-sc-al-ahly-fc/kNcsHdjd#10329546,10329546
18/04/22,Eastern Company SC,Ismaily,0,2,FT,https://www.sofascore.com/eastern-company-sc-ismaily/qXqsHdjd#10120507,10120507
18/04/22,El-Makkasa,El Mahalla,0,1,FT,https://www.sofascore.com/ghazl-el-mahalla-misr-el-makkasa/jwrsuqy#10120517,10120517
18/04/22,Pharco,Al-Mokawloon,1,0,FT,https://www.sofascore.com/pharco-fc-al-mokawloon/pXqsdJWb#10120514,10120514
19/04/22,Al-Ittihad,Zamalek,0,2,FT,https://www.sofascore.com/zamalek-sc-al-ittihad-alexandria/MdostXq#10120513,10120513
19/04/22,ENPPI,Al Ahly,None,None,Postponed,https://www.sofascore.com/enppi-al-ahly-fc/kNcsowr#10120511,10120511
19/04/22,El-Gaish,Ceramica Cleopatra,1,0,FT,https://www.sofascore.com/ceramica-cleopatra-talaea-el-gaish/lwrsxHYc#10120528,10120528
20/04/22,Al-Masry,National Bank,None,None,Postponed,https://www.sofascore.com/national-bank-of-egypt-al-masry/kwrsBHgc#10120523,10120523
20/04/22,El Gouna,Smouha,1,0,FT,https://www.sofascore.com/el-gouna-fc-smouha/nwrspwr#10120519,10120519
20/04/22,Pyramids,Future FC,None,None,Postponed,https://www.sofascore.com/future-fc-pyramids-fc/cavbsFqgc#10120518,10120518
21/05/22,ENPPI,Al Ahly,1,2,FT,https://www.sofascore.com/enppi-al-ahly-fc/kNcsowr#10289007,10289007
26/05/22,Al-Masry,National Bank,1,3,FT,https://www.sofascore.com/national-bank-of-egypt-al-masry/kwrsBHgc#10289009,10289009
26/05/22,Pyramids,Future FC,0,0,FT,https://www.sofascore.com/future-fc-pyramids-fc/cavbsFqgc#10289005,10289005
25/04/22,Future FC,El Gouna,3,2,FT,https://www.sofascore.com/future-fc-el-gouna-fc/pwrsFqgc#10120515,10120515
25/04/22,El Mahalla,Pharco,1,1,FT,https://www.sofascore.com/pharco-fc-ghazl-el-mahalla/uqysdJWb#10120516,10120516
25/04/22,Smouha,El-Makkasa,1,0,FT,https://www.sofascore.com/smouha-misr-el-makkasa/jwrsnwr#10120512,10120512
26/04/22,Al-Mokawloon,Al-Ittihad,1,1,FT,https://www.sofascore.com/al-mokawloon-al-ittihad-alexandria/MdospXq#10120527,10120527
26/04/22,Ismaily,ENPPI,0,2,FT,https://www.sofascore.com/enppi-ismaily/qXqsowr#10120522,10120522
26/04/22,National Bank,Eastern Company SC,2,1,FT,https://www.sofascore.com/eastern-company-sc-national-bank-of-egypt/BHgcsHdjd#10120521,10120521
27/04/22,Al Ahly,El-Gaish,0,0,FT,https://www.sofascore.com/talaea-el-gaish-al-ahly-fc/kNcslwr#10120529,10120529
27/04/22,Pyramids,Ceramica Cleopatra,0,1,FT,https://www.sofascore.com/ceramica-cleopatra-pyramids-fc/cavbsxHYc#10120520,10120520
28/04/22,Zamalek,Al-Masry,2,1,FT,https://www.sofascore.com/al-masry-zamalek-sc/tXqskwr#10120526,10120526
29/04/22,ENPPI,National Bank,2,2,FT,https://www.sofascore.com/national-bank-of-egypt-enppi/owrsBHgc#10120509,10120509
29/04/22,El-Makkasa,Future FC,0,3,FT,https://www.sofascore.com/future-fc-misr-el-makkasa/jwrsFqgc#10120525,10120525
29/04/22,Pharco,Smouha,0,0,FT,https://www.sofascore.com/pharco-fc-smouha/nwrsdJWb#10120524,10120524
30/04/22,Al-Ittihad,El Mahalla,3,0,FT,https://www.sofascore.com/ghazl-el-mahalla-al-ittihad-alexandria/Mdosuqy#10120497,10120497
30/04/22,Ceramica Cleopatra,Al Ahly,1,1,FT,https://www.sofascore.com/ceramica-cleopatra-al-ahly-fc/kNcsxHYc#10120508,10120508
30/04/22,El-Gaish,Ismaily,1,0,FT,https://www.sofascore.com/talaea-el-gaish-ismaily/qXqslwr#10120510,10120510
01/05/22,Al-Masry,Al-Mokawloon,0,2,FT,https://www.sofascore.com/al-masry-al-mokawloon/pXqskwr#10120495,10120495
01/05/22,Eastern Company SC,Zamalek,1,2,FT,https://www.sofascore.com/eastern-company-sc-zamalek-sc/tXqsHdjd#10120496,10120496
01/05/22,El Gouna,Pyramids,1,2,FT,https://www.sofascore.com/pyramids-fc-el-gouna-fc/pwrscavb#10120498,10120498
09/05/22,Eastern Company SC,Al-Mokawloon,1,1,FT,https://www.sofascore.com/eastern-company-sc-al-mokawloon/pXqsHdjd#10285344,10285344
09/05/22,Pharco,Future FC,1,0,FT,https://www.sofascore.com/future-fc-pharco-fc/dJWbsFqgc#10285347,10285347
09/05/22,El-Gaish,National Bank,1,1,FT,https://www.sofascore.com/national-bank-of-egypt-talaea-el-gaish/lwrsBHgc#10285346,10285346
10/05/22,Ceramica Cleopatra,El Gouna,3,2,FT,https://www.sofascore.com/ceramica-cleopatra-el-gouna-fc/pwrsxHYc#10285342,10285342
10/05/22,Zamalek,ENPPI,0,2,FT,https://www.sofascore.com/enppi-zamalek-sc/tXqsowr#10285343,10285343
11/05/22,Al Ahly,Ismaily,None,None,Postponed,https://www.sofascore.com/ismaily-al-ahly-fc/kNcsqXq#10309288,10309288
11/05/22,Al-Masry,El Mahalla,1,1,FT,https://www.sofascore.com/ghazl-el-mahalla-al-masry/kwrsuqy#10285345,10285345
11/05/22,Al-Ittihad,Smouha,2,5,FT,https://www.sofascore.com/smouha-al-ittihad-alexandria/Mdosnwr#10285349,10285349
11/05/22,El-Makkasa,Pyramids,0,2,FT,https://www.sofascore.com/pyramids-fc-misr-el-makkasa/jwrscavb#10285348,10285348
21/08/22,Al Ahly,Ismaily,0,0,FT,https://www.sofascore.com/ismaily-al-ahly-fc/kNcsqXq#10316756,10316756
15/05/22,Ismaily,Ceramica Cleopatra,2,0,FT,https://www.sofascore.com/ceramica-cleopatra-ismaily/qXqsxHYc#10296536,10296536
15/05/22,Al-Mokawloon,ENPPI,2,2,FT,https://www.sofascore.com/enppi-al-mokawloon/pXqsowr#10296538,10296538
15/05/22,Pyramids,Pharco,0,0,FT,https://www.sofascore.com/pharco-fc-pyramids-fc/cavbsdJWb#10296541,10296541
16/05/22,El Mahalla,Eastern Company SC,1,0,FT,https://www.sofascore.com/eastern-company-sc-ghazl-el-mahalla/uqysHdjd#10296539,10296539
16/05/22,Smouha,Al-Masry,2,1,FT,https://www.sofascore.com/smouha-al-masry/kwrsnwr#10296540,10296540
17/05/22,El Gouna,El-Makkasa,0,1,FT,https://www.sofascore.com/el-gouna-fc-misr-el-makkasa/jwrspwr#10296537,10296537
17/05/22,Future FC,Al-Ittihad,4,3,FT,https://www.sofascore.com/future-fc-al-ittihad-alexandria/MdosFqgc#10296534,10296534
17/05/22,Zamalek,El-Gaish,0,1,FT,https://www.sofascore.com/talaea-el-gaish-zamalek-sc/tXqslwr#10296535,10296535
18/05/22,National Bank,Al Ahly,0,0,FT,https://www.sofascore.com/national-bank-of-egypt-al-ahly-fc/kNcsBHgc#10296575,10296575
21/05/22,Eastern Company SC,Smouha,2,2,FT,https://www.sofascore.com/eastern-company-sc-smouha/nwrsHdjd#10296568,10296568
21/05/22,El-Gaish,Al-Mokawloon,1,0,FT,https://www.sofascore.com/talaea-el-gaish-al-mokawloon/pXqslwr#10296572,10296572
22/05/22,Ceramica Cleopatra,El-Makkasa,4,1,FT,https://www.sofascore.com/ceramica-cleopatra-misr-el-makkasa/jwrsxHYc#10296569,10296569
22/05/22,Ismaily,National Bank,2,2,FT,https://www.sofascore.com/national-bank-of-egypt-ismaily/qXqsBHgc#10296570,10296570
22/05/22,Al-Masry,Future FC,0,1,FT,https://www.sofascore.com/future-fc-al-masry/kwrsFqgc#10296573,10296573
22/05/22,Al-Ittihad,Pyramids,1,0,FT,https://www.sofascore.com/pyramids-fc-al-ittihad-alexandria/Mdoscavb#10296571,10296571
23/05/22,Pharco,El Gouna,0,0,FT,https://www.sofascore.com/pharco-fc-el-gouna-fc/pwrsdJWb#10296574,10296574
24/05/22,ENPPI,El Mahalla,2,2,FT,https://www.sofascore.com/ghazl-el-mahalla-enppi/owrsuqy#10296578,10296578
19/06/22,Al Ahly,Zamalek,2,2,FT,https://www.sofascore.com/zamalek-sc-al-ahly-fc/kNcstXq#10296564,10296564
