Date,HomeTeam,AwayTeam,HomeScore,AwayScore,MatchState,MatchLink,MatchCode
21/09/19,El-Gaish,Al-Mokawloon,0,1,FT,https://www.sofascore.com/talaea-el-gaish-al-mokawloon/pXqslwr#8413578,8413578
21/09/19,El Gouna,Ismaily,0,1,FT,https://www.sofascore.com/el-gouna-fc-ismaily/qXqspwr#8413573,8413573
21/09/19,Pyramids,ENPPI,4,0,FT,https://www.sofascore.com/pyramids-fc-enppi/owrscavb#8413575,8413575
22/09/19,Aswan,El-Makkasa,2,3,FT,https://www.sofascore.com/aswan-sc-misr-el-makkasa/jwrsDFIb#8413577,8413577
22/09/19,El-Entag,ZED FC,3,0,FT,https://www.sofascore.com/zed-fc-el-entag-el-harby/mwrstnZc#8413580,8413580
22/09/19,Wadi Degla,Tanta,0,1,FT,https://www.sofascore.com/tanta-wadi-degla/twrsACLb#8413576,8413576
22/09/19,Al-Masry,Haras El Hedoud,1,1,FT,https://www.sofascore.com/haras-el-hedoud-al-masry/kwrsqwr#8413579,8413579
23/09/19,Smouha,Al Ahly,0,1,FT,https://www.sofascore.com/smouha-al-ahly-fc/kNcsnwr#8413574,8413574
23/09/19,Zamalek,Al-Ittihad,1,0,FT,https://www.sofascore.com/zamalek-sc-al-ittihad-alexandria/MdostXq#8413572,8413572
26/09/19,Haras El Hedoud,Wadi Degla,2,2,FT,https://www.sofascore.com/wadi-degla-haras-el-hedoud/qwrstwr#8413847,8413847
26/09/19,ENPPI,El-Gaish,1,1,FT,https://www.sofascore.com/enppi-talaea-el-gaish/lwrsowr#8413852,8413852
28/09/19,Al-Mokawloon,Smouha,2,2,FT,https://www.sofascore.com/smouha-al-mokawloon/pXqsnwr#8413850,8413850
28/09/19,ZED FC,Aswan,0,0,FT,https://www.sofascore.com/zed-fc-aswan-sc/DFIbstnZc#8413838,8413838
01/10/19,Al-Ittihad,El Gouna,1,0,FT,https://www.sofascore.com/el-gouna-fc-al-ittihad-alexandria/Mdospwr#8413831,8413831
02/10/19,Ismaily,Al-Masry,1,3,FT,https://www.sofascore.com/al-masry-ismaily/qXqskwr#8413846,8413846
02/10/19,Al Ahly,El-Entag,4,0,FT,https://www.sofascore.com/el-entag-el-harby-al-ahly-fc/kNcsmwr#8413853,8413853
03/10/19,Tanta,Pyramids,1,2,FT,https://www.sofascore.com/tanta-pyramids-fc/cavbsACLb#8413835,8413835
03/10/19,El-Makkasa,Zamalek,0,1,FT,https://www.sofascore.com/misr-el-makkasa-zamalek-sc/tXqsjwr#8413856,8413856
04/10/19,Smouha,ENPPI,2,1,FT,https://www.sofascore.com/enppi-smouha/nwrsowr#8413832,8413832
05/10/19,Aswan,Al Ahly,1,5,FT,https://www.sofascore.com/aswan-sc-al-ahly-fc/kNcsDFIb#8413840,8413840
05/10/19,El-Entag,Al-Mokawloon,0,1,FT,https://www.sofascore.com/el-entag-el-harby-al-mokawloon/pXqsmwr#8413833,8413833
05/10/19,Wadi Degla,Ismaily,0,1,FT,https://www.sofascore.com/wadi-degla-ismaily/qXqstwr#8413845,8413845
05/10/19,Al-Masry,Al-Ittihad,0,1,FT,https://www.sofascore.com/al-masry-al-ittihad-alexandria/Mdoskwr#8413848,8413848
06/10/19,El Gouna,El-Makkasa,1,0,FT,https://www.sofascore.com/el-gouna-fc-misr-el-makkasa/jwrspwr#8413841,8413841
06/10/19,Haras El Hedoud,Tanta,1,1,FT,https://www.sofascore.com/tanta-haras-el-hedoud/qwrsACLb#8413851,8413851
06/10/19,El-Gaish,Pyramids,2,2,FT,https://www.sofascore.com/pyramids-fc-talaea-el-gaish/lwrscavb#8413857,8413857
06/10/19,Zamalek,ZED FC,1,1,FT,https://www.sofascore.com/zed-fc-zamalek-sc/tXqstnZc#8413843,8413843
17/10/19,ZED FC,El Gouna,0,0,FT,https://www.sofascore.com/zed-fc-el-gouna-fc/pwrstnZc#8413849,8413849
17/10/19,ENPPI,El-Entag,0,1,FT,https://www.sofascore.com/enppi-el-entag-el-harby/mwrsowr#8413836,8413836
17/10/19,El-Makkasa,Al-Masry,1,0,FT,https://www.sofascore.com/al-masry-misr-el-makkasa/jwrskwr#8413842,8413842
17/10/19,Pyramids,Smouha,0,0,FT,https://www.sofascore.com/pyramids-fc-smouha/nwrscavb#8413834,8413834
18/10/19,Al-Mokawloon,Aswan,None,None,Canceled,https://www.sofascore.com/aswan-sc-al-mokawloon/pXqsDFIb#8413837,8413837
18/10/19,Al-Ittihad,Wadi Degla,1,1,FT,https://www.sofascore.com/wadi-degla-al-ittihad-alexandria/Mdostwr#8413839,8413839
18/10/19,Ismaily,Haras El Hedoud,0,1,FT,https://www.sofascore.com/haras-el-hedoud-ismaily/qXqsqwr#8413855,8413855
19/10/19,Al Ahly,Zamalek,None,None,Canceled,https://www.sofascore.com/zamalek-sc-al-ahly-fc/kNcstXq#8413844,8413844
23/11/19,Tanta,El-Gaish,0,0,FT,https://www.sofascore.com/tanta-talaea-el-gaish/lwrsACLb#8486473,8486473
23/11/19,Al-Mokawloon,Aswan,2,1,FT,https://www.sofascore.com/aswan-sc-al-mokawloon/pXqsDFIb#8486471,8486471
24/02/20,Al Ahly,Zamalek,None,None,Awarded,https://www.sofascore.com/zamalek-sc-al-ahly-fc/kNcstXq#8576222,8576222
19/10/19,Zamalek,Al-Mokawloon,2,1,FT,https://www.sofascore.com/zamalek-sc-al-mokawloon/pXqstXq#8459409,8459409
21/10/19,El-Entag,Pyramids,2,3,FT,https://www.sofascore.com/pyramids-fc-el-entag-el-harby/mwrscavb#8460381,8460381
21/10/19,Al-Masry,ZED FC,2,0,FT,https://www.sofascore.com/zed-fc-al-masry/kwrstnZc#8460384,8460384
22/10/19,Aswan,ENPPI,1,0,FT,https://www.sofascore.com/aswan-sc-enppi/owrsDFIb#8460380,8460380
